@relation 'Clasfication2Weka-weka.filters.unsupervised.attribute.StringToWordVector-Rfirst-last-W1000-prune-rate-1.0-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"-weka.filters.unsupervised.attribute.NominalToString-C2-weka.filters.unsupervised.attribute.NumericToBinary-R5-last-weka.filters.unsupervised.attribute.NumericToNominal-R53'

@attribute Id numeric
@attribute Description string
@attribute 'Initiative status' {'In progress',Pilot,Live,Research}
@attribute TherapeuticArea {Breast,Lung,Ophtha,Liver,'Alzheimers Disease',Haemophilia}
@attribute Prevention_binarized {0,1}
@attribute Unwellness_binarized {0,1}
@attribute Prediagnosis_binarized {0,1}
@attribute Treatment_binarized {0,1}
@attribute 'Maintain life_binarized' {0,1}
@attribute End_of_life_support_binarized {0,1}
@attribute Be_up_to_date_HCP_binarized {0,1}
@attribute 'Manage_and_treat_ my_patient_HCP_binarized' {0,1}
@attribute Advance_medical_science_HCP_binarized {0,1}
@attribute Manage_my_business_HCP_binarized {0,1}
@attribute Digital_Health_Solution_Dig_cat_binarized {0,1}
@attribute Information_Dig_Cat_binarized {0,1}
@attribute Service_Dig_Cat_binarized {0,1}
@attribute Arabic_binarized {0,1}
@attribute Bosnian_binarized {0,1}
@attribute Bulgarian_binarized {0,1}
@attribute Chinese_binarized {0,1}
@attribute Croatian_binarized {0,1}
@attribute Czech_binarized {0,1}
@attribute Danish_binarized {0,1}
@attribute Dutch_binarized {0,1}
@attribute English_binarized {0,1}
@attribute Estonian_binarized {0,1}
@attribute Finnish_binarized {0,1}
@attribute French_binarized {0,1}
@attribute German_binarized {0,1}
@attribute Greek_binarized {0,1}
@attribute Hebrew_binarized {0,1}
@attribute Hungarian_binarized {0,1}
@attribute Indonesian_binarized {0,1}
@attribute Italian_binarized {0,1}
@attribute Korean_binarized {0,1}
@attribute Latvian_binarized {0,1}
@attribute Lithuanian_binarized {0,1}
@attribute Macedonian_binarized {0,1}
@attribute 'Multiple Languages_binarized' {0,1}
@attribute Norwegian_binarized {0,1}
@attribute Polish_binarized {0,1}
@attribute Portuguese_binarized {0,1}
@attribute Romanian_binarized {0,1}
@attribute Russian_binarized {0,1}
@attribute Serbian_binarized {0,1}
@attribute Slovakian_binarized {0,1}
@attribute Spanish_binarized {0,1}
@attribute Swedish_binarized {0,1}
@attribute Thai_binarized {0,1}
@attribute Turkish_binarized {0,1}
@attribute Vietnamese_binarized {0,1}
@attribute GlobalRollout {0,1}

@data
288,'From the launch of the very first CaringBridge site weve been working toward a single vision a world where no one goes through a health journey alone Your personal CaringBridge website is your place to share health updates photos and videos with the people who care about you',Live,Liver,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,'This app is designed for people who wish to participate in scientific studies related to the cognitive symptoms associated with Chemo Brain',Live,Liver,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,'A patient portal for you to enrol to the Roche Patient Support Program in Bangladesh and  to monitor your treatment and schedule as well as improve your wellbeing and experience',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,'chemoWave is your virtual companion through cancer',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,'Our mission is to empower seven billion citizens across the planet with all of their health data When you control your data you have more options For your own care and to advance research for others',Live,Liver,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,'Decentralized Trial platform for patient services',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,'A campaign @YosoYvoyA and information about cancer for patients',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295,'Education on specific trial for the patients',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
296,'Digital Patient Monitoring is a digital health solution using intelligent technologies to collect and analyse health data The collection of data from an individual patient can be transmitted securely to physicians in different locations to inform patient assessment and derive at treatment decisions This can result in early identification of symptoms and better patient outcomes like overall survival or quality of life',Pilot,Liver,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
297,'Dr On Demand is a telemedicine platform with a goal to improve the worlds health through compassionate care and innovation by connecting any type of patients with or without insurance to a high quality physicians It covers Urgent Care such as as Cold and Flu Allergies Skin conditions etc Behavioral Health ie Anxiety Depression Relationship Issues etc Preventive Care ie Det and nutrition Womens and Mens health Family Medicine etc and Chronic Care ie Asthma Diabetes High Cholesterol etc',Live,Liver,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,'Dialogue platform for reliable medical information to patients spouses children and other closeones in common language and supporting in emphatic and personalized way when you need it the most throughout the BC journey','In progress',Liver,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,'Trial Awareness Campaign Mgmt','In progress',Liver,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,'Esperity is a website with a goal to improve patient outcomes by finding solutions to patients personal challenges promoting the relationship between patient and caregiver improve understanding of a condition and its treatment options and clinical trials for making healthier lifestyle choices or for gaining insights about possible genetic correlations',Live,Liver,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
301,'A digital navigation that is providing virtual assistance  and guidance in a discreet and conversational format to you as patients and caregivers throughout your disease journey and support after diagnosis',Live,Liver,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
302,'Focus me is a universal patient support application designed to help breast cancer patients as well as your familiesnurses and carers to simplify treatment and effectively manage your engagement with health system',Pilot,Liver,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,'To embed clinical trials into the flow of everyday patient care to enable a wider reach faster ACTIVATE focuses on 4 main pillars1 Patient Discovery Allowing patients and investigators to easily find clinical trials and Roche to find patients2 Patient Convenience Reducing patient burden and increasing participation3 Trial Navigation Ensuring coordinated care is delivered to the patient throughout the journey4 Patient Engagement Encouraging patients to stay invested in their clinical trials',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,'Ginger is an ondemand mental health support or anyone that requires by connecting with behavioral healh coach or licensed therapist or psychiatrist',Live,Liver,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,'Expanding global decentralized clinical trial solutions to enable patient recruitment and access while improving compliance and retention',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
306,'Expanding global decentralized clinical trial solutions to enable patient recruitment and access while improving compliance and retention',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
307,'In an effort to make our trials more patient centric and accelerate our clinical development programs RocheGenentech is partnering with Greenphire The goal is to implement a technology in all possible trials that would enable realtime and automated payments to patients in order to cover their out of In progressket expenses',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,'Health Wizz My body my data Aggregate organize and share medical records Streamlines the process from start to finish with no upfront investment We keep it simple to ensure a smooth experience free of technical difficulty on smartphone',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,'Integrating data insights and partners into a single customized solution that helps people take control of their healthcare experience Lets bwell together',Live,Liver,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,'A LINE Chatbot for patients to easily access information related to the diseases insurance calculator FAQs treatment calendar PSP programs and more',Live,Liver,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,'A LINE Chatbot for you to easily enrol to Taiwan patient support programs and to monitor your treatment and schedule as well as improve your wellbeing and experience',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,'A website for patients to search for clinical trials based on condition and location',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,'Kasvajanet is intended as a source of knowledge and support for cancer patients and their relatives It is the first information portal of its kind for cancer patients in Estonia which is constantly updated by specialists in their field On this page you will find information to help you understand the nature of cancer and its possible causes incl liver cancer',Live,Liver,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,'Chane Rose is a testimonial mutual aid and sharing site initiated by RocheIt invites women with or having been affected by cancer of any kind but also those around them their families and healthcare professionals to share their experiences and experiences Chane Rose also allows women to meet help each other and get information all over France to alleviate the ordeal of cancer',Live,Liver,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,'German BC patient app providing information secure data transfer to HCPs and individual support network','In progress',Liver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,'Living Beyond Breast Cancer is a national nonprofit that connects people with trusted information and a community of support',Live,Liver,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,'LyraHealth is a telemedicine platform with access to the best mental health providers and most effective treatments',Live,Liver,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,'My Breast Cancer Coach is a mobile app that is developed in partnership with Breastcancerorg and Exact Sciences as a resource for newly diagnosed breast cancer patients',Live,Liver,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,'MyHealthTeams is a social networks for communities of people facing chronic conditions everything from Lupus multiple sclerosis to autism breast cancer and COPD to connect with and learn from each other ask questions get referrals share tips with others with similar conditions',Live,Liver,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,'Using the ALPHAT fully decentralized oncology trial to shape regulatory and legal acceptance of decentralized trials on a country level and bring these external learnings into the organization','In progress',Liver,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,'Navya provides personalized evidencebased remote cancer treatment plans via combination of our Artificial Intelligence AI engine and a panel of experts from around the world They structure a patients medical records using a patented clinical data model  The machine then runs the records against a database of global clinical studies outcomes data from thousands of patients and international clinical guidelines to determine what treatment will have the best outcome Expert oncologists from their network then review for any potential errors',Live,Liver,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,'The Patient Journey platform is a cloudbased digital solution designed to improve engagement among trial participants and investigators through a convenient and seamless user experience with more direct data collection and sharing The platform will support core functions common to clinical trials while its modular structure enables new features and extended functionality','In progress',Liver,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,'A website for patients to search for clinical trials based on condition',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,'Opal is a patient portal and patientreported outcomes collection app that provides a unique solution to patientshealthcare challenges Patients Access their medical data Understand their medical data Receive appointment remindersReport their symptoms Receive personalized education materials Participate in research studies Use mobile appointment checkins',Live,Liver,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,'Our secure HIPAAcompliant virtual assistants mirror human behavior to effectively serve patients healthcare providers and caregivers € from appointments to outcomes',Live,Liver,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,'Px has developed a digital health platform that combines PatientExperience with Advanced DataAnalytics to improve clinical outcomes in oncology Through OWise our mission is to provide smart digital tools that support cancer patients from the moment of diagnosis',Live,Liver,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,'It is a digital solution to allow you to onboard to Roche Patient Support Program monitor treatment via the patient portal The portal allows you to take control of your disease management and improve your wellbeing and experience',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,'Dedicated to building innovative software solutions to provide bidirectional data flow between patients and their full care team improving the lives of patients and clinicians','In progress',?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,'PatientsLikeMe is a growing community platform of more than 830000 people with over 2900 conditions share personal stories and information about their health symptoms and treatments with a mission to improve the lives of all patients through new knowledge derived from shared real world experience and outcomes',Live,?,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,'Own your own health Advance medicine See your entire health history€at a glance Contribute to medical research€anonymously and securely',Live,?,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,'A patient portal for you to enrol to the Roche Patient Support Program in Indonesia and  to monitor your treatment and schedule as well as improve your wellbeing and experience',Live,?,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,'A patient portal for you to enrol to the Roche Patient Support Program in Australia and  to monitor your treatment and schedule as well as improve your wellbeing and experience',Live,?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,'A Voice user interace for ALEX linked with Diana App for breast cancer patients to better manage their condition Features include diary medication management event reminder personalization and morehttpsappsapplecomesappdianaid1117596675',Live,?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,'Develops tools for patientgenerated longitudinal health records € incorporating EHR information genomic profiles wearables',Live,Liver,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
335,'SmartPatients is an online community for patients and families affected by a variety of illnesses which you can learn at your own level about scientific developments related to your condition share your questions and concerns with other members and use what you learn in the context of your own life It also allows you to locate the possible clinical trials with your conditions',Live,?,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,'Supportive care covers above all the supportive treatment that you as a cancer patient or as a relative may need both during and after a cancer course whatever it is help from a physiotherapist conversations with a psychologist or financial and legal guidance And fortunately there is a lot of information and help to be found However this means that exactly the information help and guidance you need as a cancer patient or relative must usually be found across many different websitesSupportive care covers above all the supportive treatment that you as a cancer patient or as a relative may need both during and after a cancer course whatever it is help from a physiotherapist conversations with a psychologist or financial and legal guidance And fortunately there is a lot of information and help to be found However this means that exactly the information help and guidance you need as a cancer patient or relative must usually be found across many different websitesInstead of you having to search many places with this website we have gathered relevant and important information from many different websites in one place The purpose is to help you get an easy and quick overview of general recommendations what options are available and where you can contact or read more for further help and information',Live,?,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,'UneeQ is a platform that enables chatbots to become an engaging visual customer experience that creates emotional connection Using UneeQ organisations can design digital humans to embody their brand and bring the human touch emotional quotient or ‚EQback to a digital world  something a form website or even a chatbot cant do Some rples of digital human includes Digital wayfinding Concierge Health education Insurance form specialist Personal assistant Followup support Life planner and Companion',Live,?,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,'Lets Go Together with You is a support program created for patients with Roche laboratory prescription drugs which seeks to contribute to improving the quality of life during the path of the disease offering comprehensive care based on education guidance and support for the patient and their environment','In progress',?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,'Wikiboop is an application offered by Roche that provides clear information on breast cancer and offers support for each at each steps through out the patient journey',Live,?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340,'The project aims to generate an online platform gathering all pertinent information on procedures bureaucracy and recommended steps for optimal treatment for a group of relevant diagnosis that helps guides and followsup on patients through their journey This includes common tests and procedures as well as expected timeframes for results trying to prevent errors or unnecessary delays that could potentially impact negatively on the treatment The tool will have feedback channels where registered users healthcare providers and other relevant stakeholders can provide information about errors corrections and changes in procedures according to reallife experiences This will allow for continuous improvement and timely update of the content PAGs + Data Partner are the owners of the platformsRoche is a strategic partner providing initial funds to kickoff the project and knowhow as consultants',Live,?,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,'PatchAi worked with Roches Italian subsidiary to develop the SHC as a Patient Support Program PSP for when Italians undergoing treatment for hematologiconcologic conditions blood cancer are at home The app comes with a conversational AI in the form of a chatbot The AI can start conversations with the patient around both physical and mental health The AI assists the patient in tracking and maintaining a record of the patients medication schedule nutrition plan and general wellbeing All of the information is organized into a form that healthcare providers can incorporate into the patients records reducing the time needed for routine interviews and paperwork while providing more data for personalizing treatment','In progress',?,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,'Ocrevus team lead by Lara StallardTaylor AnneLaure Edme and Angie Corbo in close collaboration with an external biotechnology partner RxMx implemented an innovative integrated solution for Ocrevus HCPs and patientsFeatures1     Online Patient Management System  core functionality of the program  Doctor and Nurse portal with an integrated patient App This portal holds an important and relevant information on the patient such as demographics and treatment times to ensure patients are compliant with medication The App contains information about the HCP team and medication dates This system is fully automated with Nurse Support for oversight and customer engagement2     PreScreening Tool Designed to identify the correct patient to start on Ocrevus this is an optional component to complete and is based on best practise guidelines and AU Product information and RMP It is designed for a busy clinic to use in 5 minutes with an actionable task list to be generated based on the results of prescreening questions No AE will be generated from this component3     TelephoneBased Nurse Support This is a separate and optional component for patientsPatient can join themselves via the App or be enrolled by their HCP team The patients willbe supported by an experienced MS nurse who can via an approved call script developedby Roche agency speak to patients about Ocrevus and enhancing patient experience whileon therapy4     Integrated patient app with infusion schedule location of the clinic and appointment reminders','In progress',?,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,'Publicprivate consortium that aims to address clinical and commercial shortfall of early liver disease diagnosis by cocreation of data science solutions to integrate a wide range of multimodal diagnostics and patient data in liver disease within the integrated care systems model  bridging primary and secondary careRoches aim to create a clinical decision support tool NAVIFY data lake to integrate multimodal patient data for early risk stratification triaging and diagnosis and integrate apps developed by 3rd parties eg to test whether AI can replace hepatologist in triaging and prognostication of early liver diseaseArea of focus in the consortium are1 the early diagnosis and prognostication of liver disease in the community 2 integration of minimally invasive diagnostics and data to elevate MRI beyond the current utility of highly invasive liver biopsy 3 early diagnosis and stratification of patients with liver disease who are at significant risk of developing hepatocellular carcinoma and where late diagnosis equates to a terminal outcome 4 country innovative eco system engagement to ensure the successful acceptance and adoptions of the solutions builds on existing infrastructure strength and investments including nationally leading PPIE health economics a route to NHS adoption and a crosssector advisory board of leading international and national experts','In progress',?,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,'A patient portal for you to enrol to the Roche Patient Support Program in Singapore and  to monitor your treatment and schedule as well as improve your wellbeing and experience','In progress',?,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,'iThemba Life mHealth solution is a digital health management solution designed to support goals of high disease burden elimination programs in LMICs The mHealth solution is composed of a mobile app for patients and aggregated dashboards for healthcare professionals and program managers The initial focus was on HIV  Now expanding to MTB HPV HCV HBV to support multidisease testing to achieve program efficiencies and improve health outcomesThe solution supportsApp  Drives patient empowerment and behavior changeWeb tool  Enables Ministry of Health to run iThemba from the lab and drive program implementationHCP reporting solution**  Enables nurses and physicians to manage iThemba patients and target interventions in developmentProgram dashboards  Provides visibility on program value outcomes to program managers to drive decisionsiThemba is simplifying the cascade of care for patients through timely delivery of test results It increases knowledge and engagement in care with increased awareness of HCV infection risk behavior diagnosis care and treatment It supports successful treatment initiation and completion by facilitating medication compliance and it streamlines clinical care and patient management allowing for efficient elimination program scaleup and progress monitoringThe tool is an open interoperable platform to provide access for all patients in need diagnostic platform agnostic Its designed for older less expensive Android smartphones to ensure access to the intervention It is  flexible to support multiple languages and varying labclinic workflows and it connects user to test request barcode no ID needed ensuring privacy within a data framework optimized for security iThemba 30 is aiming for a disease agnostic integrative platform',Live,Liver,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,'End to end technology platform that connects all liver stakeholder with the whole ecosystem from Early screening and diagnosis to disease treatment and CDS clinical research to patient services It aims to build an open tenant platform for various different services like integrating EHR diagnostic algorithms patient facing toolsOffers trusted and compliant health and patient data ingestion storage and processing across functions departments and geographies Leverages industryleading cloudbased infrastructure with open interfaces to enable flexible orchestration with digital services and customdeveloped extensions Enables artificial intelligence smart automation machine learning and advanced analytics€ at scale€to discover and apply new insights',Pilot,?,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347,'Global digital tool of multiple liver cancer PAGs and stakeholders trying to build a patient facing tool to help patient assess their current liver disease status and risk to increase awareness for global use Concrete functionality concept in the works should be available by end of 2021 myHealthHub is in discussion as potential platform','In progress',?,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
